Understat_Name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points
Bernd Leno,90,0,0,0,2,0,0,0,0,0,4,0,18,31.6,0.0,0.0,3.2,1,0.00000,0.00061,0.00061,1.05450,2
Granit Xhaka,90,0,0,1,0,0,0,0,0,0,0,0,15,8.6,2.8,2.0,1.3,1,0.00000,0.02411,0.02411,1.85510,3
Rob Holding,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0.00000,0.00022,0.00022,0.13740,1
Thomas Partey,90,0,0,1,0,0,0,0,0,0,0,0,15,10.0,1.0,0.0,1.1,1,0.00000,0.00430,0.00430,1.85510,3
Martin Odegaard,72,0,1,1,0,0,0,0,0,0,0,0,25,28.8,23.1,44.0,9.6,1,0.16410,0.16523,0.32933,1.68540,6
Kieran Tierney,14,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.3,0.0,0.3,0,0.00000,0.00170,0.00170,0.16980,1
Ben White,75,0,0,1,0,0,0,0,0,0,0,0,21,25.8,1.6,0.0,2.7,1,0.00000,0.01402,0.01402,1.68540,6
Eddie Nketiah,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,7.0,0.5,0,0.07120,0.00109,0.07229,0.13740,1
Bukayo Saka,81,1,0,1,0,0,0,0,0,0,0,1,28,37.4,18.3,19.0,7.5,1,0.09240,0.08806,0.18046,1.71770,9
Takehiro Tomiyasu,90,0,0,1,0,0,0,0,0,0,0,0,26,12.4,1.3,0.0,1.4,1,0.00000,0.00759,0.00759,1.85510,6
Aaron Ramsdale,90,0,0,1,0,0,0,0,0,0,4,3,32,34.8,0.0,0.0,3.5,1,0.00000,0.00050,0.00050,1.85510,10
Gabriel,90,0,0,1,0,0,0,0,1,0,0,3,32,42.2,0.3,17.0,6.0,1,0.10070,0.00136,0.10206,1.85510,8
Gabriel Martinelli,90,0,0,1,0,0,0,0,0,0,0,0,3,7.8,13.3,22.0,4.3,1,0.05230,0.21473,0.26703,1.85510,3
Ainsley Maitland-Niles,74,0,0,0,1,0,0,0,0,0,0,0,9,12.6,0.6,0.0,1.3,1,0.00000,0.00217,0.00217,1.20560,2
Fábio Vieira,17,0,0,0,0,0,0,0,0,0,0,0,2,1.2,14.8,0.0,1.6,0,0.00000,0.02170,0.02170,0.16980,1
William Saliba,90,0,0,1,0,0,0,0,1,0,0,0,21,13.6,0.3,0.0,1.4,1,0.00000,0.00294,0.00294,1.85510,5
Gabriel Jesus,81,0,0,1,0,0,0,0,0,0,0,0,2,6.0,23.5,11.0,4.1,1,0.06880,0.01534,0.08414,1.71770,2
Philippe Coutinho,16,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.5,8.0,1.0,0,0.03700,0.00268,0.03968,0.11890,1
Danny Ings,90,0,0,0,2,0,0,0,0,0,0,0,0,11.0,0.8,84.0,9.6,1,0.41970,0.00267,0.42237,0.86580,2
Emiliano Martinez,90,0,0,0,2,0,0,0,0,0,2,0,17,20.4,0.0,0.0,2.0,1,0.00000,0.00400,0.00400,0.86580,1
John McGinn,73,0,0,0,2,0,0,0,0,0,0,0,4,17.8,10.8,43.0,7.2,1,0.39710,0.55480,0.95190,0.74690,2
Tyrone Mings,90,0,0,0,2,0,0,0,0,0,0,0,11,15.0,14.3,0.0,2.9,1,0.00000,0.00726,0.00726,0.86580,1
Ollie Watkins,90,0,0,0,2,0,0,0,0,0,0,0,-1,4.4,17.9,19.0,4.1,1,0.21870,0.09454,0.31324,0.86580,2
Emiliano Buendía,24,0,0,0,0,0,0,0,0,0,0,0,2,2.8,4.2,22.0,2.9,0,0.05810,0.01086,0.06896,0.20840,1
Matthew Cash,90,0,0,0,2,0,0,0,0,0,0,0,15,16.2,50.0,0.0,6.6,1,0.00000,0.10258,0.10258,0.86580,1
Ezri Konsa Ngoyo,90,0,0,0,2,0,0,0,0,0,0,0,13,12.4,10.7,6.0,2.9,1,0.03110,0.02482,0.05592,0.86580,1
Leon Bailey,65,0,0,0,2,0,0,0,0,0,0,0,10,2.8,34.8,10.0,4.8,1,0.43790,0.61802,1.05592,0.65740,2
Douglas Luiz,90,0,0,0,2,0,0,0,0,0,0,0,10,12.0,7.6,7.0,2.7,1,0.01670,0.01418,0.03088,0.86580,2
Jacob Ramsey,77,0,0,0,2,0,0,0,0,0,0,0,8,5.6,3.2,23.0,3.2,1,0.18070,0.00808,0.18878,0.74690,2
Adam Smith,90,0,0,0,2,0,0,0,0,0,0,0,7,27.2,0.6,33.0,6.1,1,0.25820,0.00142,0.25962,2.12620,1
Ryan Fredericks,90,0,0,0,2,0,0,0,0,0,0,0,8,7.6,0.5,0.0,0.8,1,0.00000,0.00465,0.00465,2.12620,1
Kieffer Moore,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00000,0.00015,0.00015,0.05000,1
Jefferson Lerma,90,1,0,0,2,0,0,0,0,0,0,0,23,47.8,0.6,38.0,8.6,1,0.36250,0.00369,0.36619,2.12620,7
Jack Stacey,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.05000,1
Dominic Solanke,88,1,1,0,2,0,0,0,0,0,0,3,36,54.4,13.6,42.0,11.0,1,0.33990,0.07182,0.41172,2.07610,12
Lewis Cook,90,0,0,0,2,0,0,0,0,0,0,0,18,18.4,43.1,0.0,6.2,1,0.00000,0.32596,0.32596,2.12620,2
Ryan Christie,88,0,0,0,2,0,0,0,0,0,0,0,10,12.4,25.7,0.0,3.8,1,0.00000,0.06132,0.06132,2.07610,2
Philip Billing,79,0,1,0,2,0,0,0,0,0,0,0,23,30.8,13.3,4.0,4.8,1,0.00000,0.07297,0.07297,1.99370,5
Chris Mepham,90,0,0,0,2,0,0,0,0,0,0,0,11,14.0,0.1,4.0,1.8,1,0.04990,0.00173,0.05163,2.12620,1
Jaidon Anthony,15,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0.3,7.0,1.3,0,0.02830,0.00102,0.02932,0.13250,1
Jordan Zemura,10,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.8,2.0,1.7,0,0.00000,0.00231,0.00231,0.13250,1
Ivan Toney,90,2,0,1,0,0,0,0,1,0,0,3,54,72.8,16.7,58.0,14.8,1,1.02340,0.07528,1.09868,1.94910,12
David Raya,90,0,0,1,0,0,0,0,0,0,7,2,36,47.8,0.0,0.0,4.8,1,0.00000,0.00268,0.00268,1.94910,10
Sergi Canos,10,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.5,0.0,0.2,0,0.00000,0.00715,0.00715,0.38650,1
Josh Dasilva,10,0,0,0,0,0,0,0,0,0,0,0,3,6.4,0.6,2.0,0.9,0,0.00000,0.01512,0.01512,0.38650,1
Kristoffer Ajer,90,0,0,1,0,0,0,0,0,0,0,0,19,21.6,1.1,0.0,2.3,1,0.00000,0.02207,0.02207,1.94910,6
Rico Henry,86,0,0,1,0,0,0,0,0,0,0,0,20,8.6,4.7,0.0,1.3,1,0.00000,0.03173,0.03173,1.62960,6
Vitaly Janelt,90,0,0,1,0,0,0,0,0,0,0,0,9,22.8,1.1,0.0,2.4,1,0.00000,0.01142,0.01142,1.94910,3
Saman Ghoddos,3,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00000,0.00000,0.00000,0.31950,1
Mathias Jensen,79,0,0,1,0,0,0,0,1,0,0,0,3,7.0,1.8,0.0,0.9,1,0.00000,0.03464,0.03464,1.56260,2
Yoane Wissa,70,0,0,1,0,0,0,0,0,0,0,0,5,1.8,0.9,1.0,0.4,1,0.01850,0.00391,0.02241,1.54340,3
Mads Roerslev,19,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,18.0,2.0,0,0.09610,0.00000,0.09610,0.40570,1
Ethan Pinnock,90,0,0,1,0,0,0,0,0,0,0,1,25,19.2,1.9,4.0,2.5,1,0.00000,0.26698,0.26698,1.94910,7
Frank Onyeka,70,0,1,1,0,0,0,0,0,0,0,0,14,20.0,11.1,8.0,3.9,1,0.12940,0.47248,0.60188,1.54340,6
Shandon Baptiste,19,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.1,0,0.00000,0.00000,0.00000,0.40570,0
Bryan Mbeumo,79,0,0,1,0,0,0,0,0,0,0,0,3,1.8,16.1,10.0,2.8,1,0.05300,0.16744,0.22044,1.56260,2
Adam Lallana,22,0,0,0,0,0,0,0,0,0,0,0,6,10.6,22.9,25.0,5.9,0,0.13720,0.22286,0.36006,0.09610,1
Danny Welbeck,90,0,0,0,2,0,0,0,0,0,0,0,0,0.6,3.4,47.0,5.1,1,0.48450,0.02439,0.50889,1.46570,2
Pascal Groß,67,0,0,0,2,0,0,0,0,0,0,0,8,8.2,37.5,16.0,6.2,1,0.02510,0.34719,0.37229,1.36960,2
Lewis Dunk,90,0,0,0,2,0,0,0,0,0,0,0,13,21.0,1.8,9.0,3.2,1,0.26810,0.01365,0.28175,1.46570,1
Solly March,90,0,0,0,2,0,0,0,0,0,0,0,10,22.0,43.7,59.0,12.5,1,0.31560,0.17530,0.49090,1.46570,2
Adam Webster,90,0,0,0,2,0,0,0,0,0,0,0,11,7.6,3.2,0.0,1.1,1,0.00000,0.07431,0.07431,1.46570,1
Joël Veltman,90,0,0,0,2,0,0,0,0,0,0,0,8,12.0,10.0,19.0,4.1,1,0.21280,0.10359,0.31639,1.46570,1
Neal Maupay,65,0,0,0,1,0,0,0,1,0,0,0,2,0.0,0.8,0.0,0.0,1,0.00000,0.00160,0.00160,1.84040,1
Leandro Trossard,68,0,0,0,2,0,0,0,0,0,0,0,12,10.6,37.8,32.0,8.0,1,0.07130,0.05261,0.12391,1.36960,2
Marc Cucurella,45,0,0,0,0,0,0,0,0,0,0,0,9,8.0,0.3,0.0,0.8,1,0.00000,0.00205,0.00205,1.31010,1
Robert Sánchez,90,0,0,0,2,0,0,0,0,0,0,0,8,2.6,0.0,0.0,0.3,1,0.00000,0.00057,0.00057,1.46570,1
Alexis Mac Allister,90,0,0,0,2,0,0,0,0,0,0,0,15,23.6,35.3,30.0,8.9,1,0.12190,0.27348,0.39538,1.46570,2
Moisés Caicedo,90,0,0,0,2,0,0,0,1,0,0,0,10,25.2,39.0,15.0,7.9,1,0.06120,0.14555,0.20675,1.46570,1
Deniz Undav,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.8,43.0,4.5,0,0.25140,0.02334,0.27474,0.09610,1
Kaoru Mitoma,45,0,0,0,1,0,0,0,0,0,0,0,11,10.4,38.5,6.0,5.5,0,0.00000,0.43669,0.43669,1.02990,1
César Azpilicueta,45,0,0,0,0,0,0,0,0,0,0,0,9,11.6,21.9,2.0,3.6,0,0.00000,0.03708,0.03708,0.47660,1
Thiago Silva,90,0,0,1,0,0,0,0,0,0,0,1,28,19.0,0.2,0.0,1.9,1,0.00000,0.00231,0.00231,1.78670,7
Jorginho,25,0,0,0,0,0,0,0,0,0,0,0,3,5.8,0.1,0.0,0.6,0,0.00000,0.00053,0.00053,0.12620,1
Mateo Kovacic,64,0,0,1,0,0,0,0,0,0,0,0,12,5.6,4.4,1.0,1.1,1,0.03590,0.00957,0.04547,1.66050,3
Kepa,90,0,0,1,0,0,0,0,0,0,7,2,37,54.2,0.0,0.0,5.4,1,0.00000,0.00016,0.00016,1.78670,10
Ruben Loftus-Cheek,90,0,0,1,0,0,0,0,0,0,0,0,10,5.8,1.1,2.0,0.9,1,0.00000,0.02078,0.02078,1.78670,3
Ben Chilwell,90,0,0,1,0,0,0,0,1,0,0,0,18,2.2,3.8,0.0,0.6,1,0.00000,0.02982,0.02982,1.78670,5
Trevoh Chalobah,90,0,0,1,0,0,0,0,0,0,0,0,25,15.6,0.3,0.0,1.6,1,0.00000,0.00104,0.00104,1.78670,6
Mason Mount,90,2,0,1,0,0,0,0,1,0,0,3,47,76.8,11.3,44.0,13.2,1,0.43980,0.04011,0.47991,1.78670,15
Kai Havertz,45,0,0,0,0,0,0,0,0,0,0,0,3,10.0,11.3,19.0,4.0,1,0.08060,0.07769,0.15829,1.31010,1
Conor Gallagher,32,0,0,0,0,0,0,0,0,0,0,0,-1,4.2,16.0,0.0,2.0,0,0.00000,0.08632,0.08632,0.25790,1
Armando Broja,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.03700,1
Vicente Guaita,90,0,0,1,0,0,0,0,0,0,6,3,39,48.6,0.0,0.0,4.9,1,0.00000,0.00046,0.00046,1.03070,11
Joel Ward,90,0,0,1,0,0,0,0,0,0,0,2,31,17.4,2.1,2.0,2.2,1,0.00000,0.00586,0.00586,1.03070,8
Luka Milivojevic,34,0,0,0,0,0,0,0,0,0,0,0,2,2.0,1.0,1.0,0.4,0,0.04790,0.00531,0.05321,0.57050,1
Jordan Ayew,90,0,0,1,0,0,0,0,0,0,0,0,10,8.6,3.9,0.0,1.3,1,0.00000,0.00858,0.00858,1.03070,3
Wilfried Zaha,76,0,0,1,0,0,0,0,0,0,0,0,5,1.8,14.5,16.0,3.2,1,0.12780,0.09960,0.22740,0.70150,3
Jeffrey Schlupp,90,0,0,1,0,0,0,0,0,0,0,0,3,0.8,2.7,0.0,0.4,1,0.00000,0.01370,0.01370,1.03070,3
Jairo Riedewald,34,0,0,0,0,0,0,0,0,0,0,0,4,7.8,2.0,0.0,1.0,0,0.00000,0.00534,0.00534,0.57050,1
Joachim Andersen,90,0,0,1,0,0,0,0,1,0,0,0,21,13.8,0.9,0.0,1.5,1,0.00000,0.01381,0.01381,1.03070,5
Odsonne Edouard,64,0,0,1,0,0,0,0,0,0,0,0,3,12.8,3.1,11.0,2.7,1,0.07440,0.01013,0.08453,0.63940,2
Marc Guehi,90,0,0,1,0,0,0,0,0,0,0,1,28,28.0,0.8,4.0,3.3,1,0.05690,0.00625,0.06315,1.03070,7
Jean-Philippe Mateta,13,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0.0,0.0,0.5,0,0.00000,0.00007,0.00007,0.32920,1
Eberechi Eze,90,0,0,1,0,0,0,0,0,0,0,0,14,7.8,29.2,2.0,3.9,1,0.05320,0.10216,0.15536,1.03070,3
Tyrick Mitchell,55,0,0,0,0,0,0,0,0,0,0,0,7,3.4,0.9,2.0,0.6,1,0.00000,0.00377,0.00377,0.46020,1
Michael Olise,25,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.3,0.0,0.1,0,0.00000,0.00011,0.00011,0.39130,1
Salomón Rondón,9,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00000,0.00012,0.00012,0.23200,1
Seamus Coleman,66,0,0,0,1,0,0,0,0,0,0,0,9,8.0,0.6,8.0,1.7,1,0.02880,0.00330,0.03210,1.84040,2
Jordan Pickford,90,0,0,0,2,0,0,0,0,0,5,0,14,35.8,0.0,0.0,3.6,1,0.00000,0.00164,0.00164,2.27470,2
Alex Iwobi,90,0,0,0,2,0,0,0,0,0,0,0,7,3.4,2.7,0.0,0.6,1,0.00000,0.00728,0.00728,2.27470,2
Demarai Gray,90,0,0,0,2,0,0,0,0,0,0,0,3,0.0,5.5,4.0,0.8,1,0.09980,0.01868,0.11848,2.27470,2
Dominic Calvert-Lewin,24,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.1,0,0.00000,0.00002,0.00002,0.43430,1
Vitalii Mykolenko,90,0,0,0,2,0,0,0,1,0,0,0,9,10.2,1.5,0.0,1.2,1,0.00000,0.00282,0.00282,2.27470,0
James Tarkowski,90,0,0,0,2,0,0,0,0,0,0,0,16,42.0,0.8,9.0,5.2,1,0.06740,0.00436,0.07176,2.27470,1
Tom Cairney,45,0,0,0,0,0,0,0,0,0,0,0,7,7.8,22.4,12.0,4.2,0,0.05030,0.31746,0.36776,0.28890,1
Tim Ream,90,0,0,0,2,0,0,0,1,0,0,0,18,13.4,4.2,0.0,1.8,1,0.00000,0.01623,0.01623,1.05450,0
Neeskens Kebano,61,0,0,0,2,0,0,0,0,0,0,0,6,0.8,17.1,8.0,2.6,1,0.03610,0.03579,0.07189,0.83910,2
Bobby Reid,90,0,0,0,2,0,0,0,1,0,0,0,11,13.8,19.7,24.0,5.8,1,0.10160,0.05616,0.15776,1.05450,1
Aleksandar Mitrovic,90,1,0,0,2,0,0,0,0,0,0,1,26,35.6,13.4,75.0,12.4,1,1.22990,0.01897,1.24887,1.05450,7
Harrison Reed,45,0,0,0,2,0,0,0,0,0,0,0,8,10.6,36.1,10.0,5.7,1,0.00000,0.06559,0.06559,0.76550,1
Harry Wilson,28,0,0,0,0,0,0,0,0,0,0,0,2,2.2,3.2,6.0,1.1,0,0.08080,0.01305,0.09385,0.21540,1
Antonee Robinson,90,0,0,0,2,0,0,0,0,0,0,0,15,13.2,23.6,6.0,4.3,1,0.00000,0.08528,0.08528,1.05450,1
João Palhinha,90,0,0,0,2,0,0,0,0,0,0,0,10,9.8,3.8,12.0,2.6,1,0.07420,0.01488,0.08908,1.05450,2
Liam Cooper,90,0,0,0,1,0,0,0,0,0,0,0,15,14.0,10.9,4.0,2.9,1,0.00000,0.00471,0.00471,0.54960,2
Mateusz Klich,15,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.8,0.0,0.2,0,0.00000,0.00455,0.00455,0.07120,1
Rodrigo,45,0,0,0,1,0,0,0,0,0,0,0,2,5.2,12.8,46.0,6.4,1,0.16240,0.02962,0.19202,0.42760,1
Patrick Bamford,45,0,0,0,0,0,0,1,0,0,0,0,-21,2.4,0.5,46.0,4.9,0,1.00510,0.01120,1.01630,0.12200,-1
Robin Koch,90,0,0,0,1,0,0,0,0,0,0,0,12,15.0,1.7,0.0,1.7,1,0.00000,0.00619,0.00619,0.54960,2
Daniel James,45,0,0,0,2,0,0,0,0,0,0,0,4,1.4,1.9,54.0,5.7,1,0.23810,0.00808,0.24618,0.76550,1
Jack Harrison,75,0,0,0,1,0,0,0,0,0,0,0,11,4.8,24.9,3.0,3.3,1,0.04000,0.24105,0.28105,0.47840,2
Pascal Struijk,90,0,0,0,1,0,0,0,0,0,0,0,15,13.2,2.5,33.0,4.9,1,0.21340,0.01221,0.22561,0.54960,2
Illan Meslier,90,0,0,0,1,0,0,0,0,0,3,0,16,19.6,0.0,0.0,2.0,1,0.00000,0.00009,0.00009,0.54960,3
Crysencio Summerville,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,4.0,0.3,0,0.09570,0.01246,0.10816,0.07120,1
Joe Gelhardt,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,1
Rasmus Kristensen,90,0,0,0,1,0,0,0,0,0,0,0,8,17.0,3.7,0.0,2.1,1,0.00000,0.01637,0.01637,0.54960,2
Marc Roca,83,0,0,0,1,0,0,0,0,0,0,0,16,16.6,13.4,12.0,4.2,1,0.02170,0.02976,0.05146,0.47840,2
Brenden Aaronson,90,0,0,0,1,0,0,0,0,0,0,0,11,18.8,45.4,14.0,7.8,1,0.07400,0.32199,0.39599,0.54960,2
Nampalys Mendy,25,0,0,0,0,0,0,0,0,0,0,0,3,2.4,1.8,0.0,0.4,0,0.00000,0.00722,0.00722,0.00000,1
Danny Ward,90,0,0,1,0,0,0,0,0,0,1,0,22,7.4,0.0,0.0,0.7,1,0.00000,0.00004,0.00004,0.39280,6
Jamie Vardy,25,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.1,8.0,0.7,0,0.00000,0.00012,0.00012,0.00000,0
Daniel Amartey,90,0,0,1,0,0,0,0,0,0,0,0,25,12.0,1.0,0.0,1.3,1,0.00000,0.01008,0.01008,0.39280,6
Timothy Castagne,90,0,0,1,0,0,0,0,0,0,0,0,21,17.0,1.5,30.0,4.9,1,0.24250,0.01619,0.25869,0.39280,6
Youri Tielemans,81,0,0,1,0,0,0,0,0,0,0,0,14,13.4,25.0,4.0,4.2,1,0.00000,0.03671,0.03671,0.39280,3
James Maddison,90,0,0,1,0,0,0,0,1,0,0,0,2,15.6,33.3,36.0,8.5,1,0.38260,0.23290,0.61550,0.39280,2
Kelechi Iheanacho,5,0,0,0,0,0,0,0,0,0,0,0,3,5.2,11.0,19.0,3.5,0,0.03050,0.03881,0.06931,0.00000,1
Harvey Barnes,84,0,0,1,0,0,0,0,0,0,0,0,0,3.0,16.2,69.0,8.8,1,0.16020,0.13852,0.29872,0.39280,3
Kiernan Dewsbury-Hall,90,0,0,1,0,0,0,0,0,0,0,0,11,10.4,25.4,12.0,4.8,1,0.06890,0.04922,0.11812,0.39280,3
James Justin,90,0,0,1,0,0,0,0,0,0,0,0,22,14.2,4.4,1.0,2.0,1,0.01600,0.07187,0.08787,0.39280,6
Boubakary Soumare,64,0,0,1,0,0,0,0,0,0,0,0,15,16.0,12.1,1.0,2.9,1,0.03070,0.01349,0.04419,0.39280,3
Patson Daka,64,0,0,1,0,0,0,0,0,0,0,0,9,6.6,18.3,27.0,5.2,1,0.09910,0.47979,0.57889,0.39280,2
James Milner,90,0,0,1,0,0,0,0,0,0,0,0,9,15.0,1.4,4.0,2.0,1,0.03740,0.01989,0.05729,0.98060,3
Jordan Henderson,17,0,0,0,0,0,0,0,0,0,0,0,4,3.4,10.1,1.0,1.5,0,0.03190,0.00011,0.03201,0.17200,1
Thiago Alcántara,90,0,0,1,0,0,0,0,1,0,0,0,11,16.6,1.9,0.0,1.9,1,0.00000,0.02913,0.02913,0.98060,2
Roberto Firmino,71,0,0,1,0,0,0,0,0,0,0,0,10,12.4,26.9,8.0,4.7,1,0.00000,0.19787,0.19787,0.80860,2
Virgil van Dijk,90,0,0,1,0,0,0,0,0,0,0,2,26,22.8,0.2,0.0,2.3,1,0.00000,0.00103,0.00103,0.98060,8
